label_avg_price_per_room,no_of_adults,no_of_children,no_of_weekend_nights,no_of_week_nights,type_of_meal_plan,required_car_parking_space,room_type_reserved,lead_time,arrival_year,arrival_month,market_segment_type,no_of_special_requests
0,2,0,0,2,"Meal Plan 1",0,"Room_Type 1",245,2018,6,Online,0
2,2,1,1,2,"Meal Plan 1",0,"Room_Type 1",52,2018,7,Online,0
2,1,0,2,0,"Meal Plan 1",0,"Room_Type 1",13,2017,10,Online,0
0,2,0,0,2,"Not Selected",0,"Room_Type 1",46,2018,11,Online,1
2,3,0,2,1,"Meal Plan 1",0,"Room_Type 4",84,2018,8,Online,0
2,1,0,0,2,"Meal Plan 1",0,"Room_Type 1",188,2018,6,Online,0
1,2,0,0,3,"Meal Plan 1",0,"Room_Type 1",19,2017,10,Offline,0
2,2,0,0,2,"Meal Plan 1",0,"Room_Type 4",67,2018,5,Online,1
0,2,0,0,1,"Meal Plan 1",0,"Room_Type 1",0,2017,8,Online,0
1,2,0,0,2,"Meal Plan 2",0,"Room_Type 1",273,2017,7,Online,0
1,2,0,2,1,"Meal Plan 2",0,"Room_Type 1",110,2017,7,Online,0
0,1,0,0,1,"Meal Plan 1",0,"Room_Type 1",0,2017,12,Corporate,0
0,2,0,1,2,"Meal Plan 1",0,"Room_Type 4",32,2017,10,Offline,1
0,2,0,2,1,"Meal Plan 1",0,"Room_Type 1",282,2017,10,Offline,0
2,2,0,2,2,"Meal Plan 1",0,"Room_Type 1",38,2018,10,Online,0
1,2,0,1,1,"Not Selected",0,"Room_Type 1",175,2018,7,Online,1
2,2,0,0,3,"Meal Plan 1",0,"Room_Type 4",143,2018,8,Online,0
1,2,0,2,2,"Meal Plan 1",0,"Room_Type 4",127,2018,6,Online,1
2,1,0,0,1,"Meal Plan 1",0,"Room_Type 1",0,2017,9,Online,0
1,2,1,2,5,"Meal Plan 1",0,"Room_Type 1",95,2018,12,Online,3
1,1,0,1,2,"Meal Plan 1",0,"Room_Type 1",118,2018,6,Offline,0
0,2,0,0,3,"Meal Plan 1",0,"Room_Type 1",45,2018,11,Offline,0
2,3,0,1,1,"Meal Plan 1",0,"Room_Type 4",69,2018,7,Online,0
1,2,0,0,1,"Not Selected",0,"Room_Type 1",57,2018,9,Online,3
0,1,0,0,2,"Meal Plan 1",0,"Room_Type 1",5,2018,8,Complementary,4
1,2,0,0,2,"Meal Plan 2",0,"Room_Type 1",39,2017,8,Offline,0
1,2,0,0,1,"Meal Plan 1",0,"Room_Type 1",0,2018,2,Online,1
2,3,0,1,1,"Meal Plan 1",0,"Room_Type 4",89,2018,8,Online,1
0,2,0,0,4,"Meal Plan 1",0,"Room_Type 1",85,2018,3,Online,0
1,1,0,0,1,"Meal Plan 1",1,"Room_Type 4",4,2018,7,Corporate,1
2,1,0,2,6,"Meal Plan 1",0,"Room_Type 1",11,2018,7,Online,0
2,1,0,1,1,"Meal Plan 1",0,"Room_Type 1",12,2018,7,Online,1
2,2,0,2,2,"Meal Plan 1",0,"Room_Type 4",77,2018,5,Online,1
2,2,1,1,1,"Meal Plan 1",0,"Room_Type 6",14,2018,10,Online,1
0,1,0,2,1,"Meal Plan 1",0,"Room_Type 1",1,2018,2,Online,0
0,2,0,1,3,"Meal Plan 1",0,"Room_Type 1",133,2018,6,Offline,0
0,2,0,1,2,"Meal Plan 1",0,"Room_Type 1",3,2017,8,Offline,1
1,2,0,2,0,"Meal Plan 1",0,"Room_Type 1",19,2018,9,Offline,0
1,2,0,2,2,"Meal Plan 1",0,"Room_Type 4",86,2018,9,Offline,3
1,2,0,0,2,"Meal Plan 1",0,"Room_Type 1",23,2017,10,Online,2
2,2,0,0,1,"Meal Plan 1",0,"Room_Type 1",65,2018,9,Online,1
2,2,0,0,2,"Meal Plan 1",0,"Room_Type 4",1,2018,11,Online,1
0,2,0,0,1,"Meal Plan 1",0,"Room_Type 4",66,2017,11,Online,2
0,3,0,1,4,"Meal Plan 1",0,"Room_Type 1",50,2018,2,Online,1
2,2,0,2,3,"Meal Plan 2",0,"Room_Type 1",87,2018,6,Online,0
0,2,0,1,1,"Meal Plan 1",0,"Room_Type 1",159,2018,4,Offline,1
2,2,0,2,3,"Meal Plan 2",0,"Room_Type 1",39,2018,8,Online,2
2,2,0,2,0,"Meal Plan 2",0,"Room_Type 1",386,2018,10,Online,1
2,2,2,0,5,"Meal Plan 1",0,"Room_Type 6",22,2017,12,Online,0
0,2,0,2,2,"Meal Plan 1",0,"Room_Type 4",102,2018,7,Offline,0
2,4,0,0,3,"Meal Plan 1",0,"Room_Type 7",86,2018,10,Online,1
2,2,0,2,2,"Meal Plan 1",0,"Room_Type 1",56,2017,9,Offline,0
0,2,0,2,6,"Meal Plan 1",0,"Room_Type 1",36,2018,12,Online,1
2,2,0,0,3,"Meal Plan 1",0,"Room_Type 1",50,2018,10,Online,1
1,2,0,0,2,"Meal Plan 1",0,"Room_Type 4",115,2018,10,Online,0
0,1,0,0,1,"Meal Plan 1",0,"Room_Type 1",0,2018,3,Corporate,0
0,2,0,1,3,"Not Selected",0,"Room_Type 1",35,2018,3,Online,0
1,2,0,2,1,"Meal Plan 1",0,"Room_Type 1",17,2018,5,Offline,0
2,2,0,4,11,"Meal Plan 1",0,"Room_Type 4",237,2018,9,Online,1
2,2,0,0,4,"Meal Plan 1",0,"Room_Type 1",125,2018,9,Online,2
2,2,2,2,2,"Meal Plan 1",0,"Room_Type 6",32,2018,12,Online,0
2,2,0,2,0,"Not Selected",0,"Room_Type 1",5,2018,9,Offline,0
2,2,0,2,1,"Meal Plan 1",0,"Room_Type 1",91,2018,6,Online,0
1,2,0,0,2,"Meal Plan 2",0,"Room_Type 1",102,2017,10,Offline,0
2,3,0,2,1,"Meal Plan 1",0,"Room_Type 4",9,2018,3,Online,1
2,3,0,1,3,"Meal Plan 1",0,"Room_Type 4",155,2018,12,Online,1
2,2,2,0,1,"Meal Plan 1",0,"Room_Type 6",0,2018,5,Online,0
0,1,0,0,3,"Meal Plan 1",0,"Room_Type 1",11,2017,9,Corporate,0
0,1,0,0,1,"Meal Plan 1",0,"Room_Type 1",0,2018,2,Corporate,0
0,2,1,1,4,"Meal Plan 1",0,"Room_Type 1",86,2018,3,Offline,0
0,1,0,0,1,"Meal Plan 1",1,"Room_Type 1",18,2018,10,Corporate,0
0,2,0,0,2,"Meal Plan 1",0,"Room_Type 1",58,2018,3,Online,1
0,2,0,2,1,"Not Selected",0,"Room_Type 1",54,2018,4,Offline,0
2,2,1,2,3,"Meal Plan 1",0,"Room_Type 1",25,2018,7,Online,1
1,2,0,0,2,"Meal Plan 1",0,"Room_Type 1",107,2017,9,Online,1
1,1,0,0,4,"Meal Plan 2",0,"Room_Type 1",100,2018,9,Offline,0
1,2,0,1,2,"Meal Plan 1",0,"Room_Type 1",273,2018,5,Online,0
0,2,0,0,1,"Not Selected",0,"Room_Type 1",29,2018,3,Online,0
0,2,0,0,1,"Meal Plan 1",0,"Room_Type 1",221,2018,8,Online,0
1,2,0,2,2,"Meal Plan 1",0,"Room_Type 1",213,2018,10,Online,2
1,2,0,1,2,"Meal Plan 1",0,"Room_Type 1",198,2018,9,Online,0
0,2,0,1,2,"Meal Plan 1",0,"Room_Type 2",81,2018,1,Online,2
1,2,0,0,1,"Not Selected",0,"Room_Type 1",23,2018,4,Online,0
2,2,0,0,3,"Meal Plan 1",0,"Room_Type 1",26,2017,9,Online,1
2,2,0,2,1,"Meal Plan 1",0,"Room_Type 1",20,2018,6,Online,1
2,2,1,1,3,"Meal Plan 1",0,"Room_Type 6",124,2018,12,Online,2
2,3,0,0,3,"Meal Plan 1",0,"Room_Type 4",85,2018,8,Online,0
1,2,0,0,1,"Meal Plan 1",0,"Room_Type 1",167,2018,8,Online,0
2,2,0,1,3,"Meal Plan 1",0,"Room_Type 1",71,2018,5,Online,1
1,2,0,0,2,"Meal Plan 1",0,"Room_Type 1",48,2018,11,Online,2
2,1,0,0,1,"Not Selected",0,"Room_Type 1",37,2018,5,Online,0
2,3,0,2,2,"Meal Plan 1",0,"Room_Type 4",76,2018,5,Online,0
0,1,0,0,1,"Meal Plan 1",0,"Room_Type 1",13,2018,1,Offline,0
0,1,0,1,0,"Meal Plan 1",0,"Room_Type 1",3,2018,6,Complementary,0
0,2,0,1,2,"Meal Plan 1",0,"Room_Type 4",75,2017,12,Offline,0
1,1,0,0,1,"Meal Plan 1",0,"Room_Type 1",5,2018,4,Corporate,1
2,2,0,2,0,"Meal Plan 2",0,"Room_Type 1",386,2018,10,Online,1
1,2,0,1,1,"Meal Plan 1",0,"Room_Type 1",180,2018,5,Offline,1
0,2,0,1,3,"Not Selected",0,"Room_Type 1",122,2018,11,Online,2
0,2,0,1,2,"Meal Plan 1",0,"Room_Type 1",224,2017,10,Offline,0
1,2,0,2,2,"Meal Plan 1",0,"Room_Type 1",24,2018,5,Online,2
2,1,0,2,2,"Meal Plan 1",0,"Room_Type 1",162,2018,10,Online,0
2,3,0,1,1,"Meal Plan 1",0,"Room_Type 4",25,2018,7,Online,0
2,1,0,0,1,"Meal Plan 1",0,"Room_Type 1",1,2018,8,Online,0
0,2,0,0,4,"Not Selected",0,"Room_Type 1",236,2018,9,Online,1
1,2,0,2,3,"Meal Plan 1",0,"Room_Type 1",120,2018,4,Online,0
2,2,0,1,3,"Meal Plan 2",1,"Room_Type 4",12,2018,3,Online,1
1,2,0,2,4,"Meal Plan 1",0,"Room_Type 1",224,2018,9,Online,1
0,1,0,0,4,"Meal Plan 2",0,"Room_Type 1",33,2017,10,Offline,0
0,2,0,0,2,"Meal Plan 1",0,"Room_Type 1",24,2018,5,Complementary,0
2,2,0,0,1,"Meal Plan 1",0,"Room_Type 4",22,2017,9,Online,1
2,2,0,0,3,"Meal Plan 1",0,"Room_Type 1",10,2017,10,Online,1
1,2,0,0,2,"Meal Plan 1",0,"Room_Type 1",15,2018,2,Online,1
2,2,0,0,5,"Meal Plan 2",0,"Room_Type 1",230,2018,9,Online,0
0,2,0,0,4,"Meal Plan 1",0,"Room_Type 1",54,2018,3,Offline,0
0,2,0,0,1,"Meal Plan 1",0,"Room_Type 1",45,2017,10,Online,0
2,3,0,1,3,"Meal Plan 2",0,"Room_Type 4",63,2018,10,Online,2
1,2,0,2,1,"Not Selected",0,"Room_Type 1",166,2018,8,Online,1
1,2,0,1,4,"Meal Plan 1",0,"Room_Type 1",148,2018,8,Online,0
1,2,0,2,1,"Meal Plan 1",0,"Room_Type 1",136,2018,8,Online,1
0,2,0,1,3,"Meal Plan 1",0,"Room_Type 1",37,2018,3,Online,2
2,2,0,0,4,"Meal Plan 1",0,"Room_Type 1",66,2018,5,Online,1
0,1,0,0,1,"Meal Plan 1",0,"Room_Type 1",11,2017,10,Offline,0
0,1,0,0,1,"Meal Plan 1",1,"Room_Type 1",1,2018,4,Corporate,1
2,2,0,2,2,"Meal Plan 1",0,"Room_Type 4",7,2018,6,Online,1
0,2,0,0,1,"Meal Plan 1",0,"Room_Type 1",43,2017,10,Offline,0
2,2,0,3,5,"Meal Plan 1",0,"Room_Type 4",5,2018,4,Online,0
2,2,0,1,1,"Meal Plan 2",0,"Room_Type 1",247,2018,6,Online,1
1,2,0,2,1,"Not Selected",0,"Room_Type 1",24,2018,10,Online,1
2,1,0,0,1,"Meal Plan 1",0,"Room_Type 1",53,2018,10,Offline,0
1,2,0,2,1,"Meal Plan 1",0,"Room_Type 1",52,2018,11,Online,2
2,2,0,0,1,"Meal Plan 1",0,"Room_Type 1",56,2018,6,Offline,0
1,1,0,0,1,"Meal Plan 1",0,"Room_Type 1",12,2018,6,Offline,1
2,2,0,0,5,"Meal Plan 1",0,"Room_Type 1",230,2018,9,Online,1
1,2,1,1,3,"Meal Plan 1",0,"Room_Type 1",92,2018,10,Online,1
1,1,0,0,3,"Not Selected",0,"Room_Type 1",2,2018,5,Online,0
1,2,0,0,2,"Meal Plan 2",0,"Room_Type 1",74,2017,9,Offline,0
1,2,0,0,1,"Not Selected",0,"Room_Type 1",82,2018,6,Online,0
1,1,0,0,3,"Meal Plan 1",0,"Room_Type 1",37,2018,10,Offline,0
1,2,0,2,2,"Meal Plan 1",0,"Room_Type 4",147,2018,7,Online,2
0,1,0,0,1,"Meal Plan 1",0,"Room_Type 1",2,2017,8,Corporate,0
1,2,0,2,6,"Meal Plan 1",0,"Room_Type 1",166,2018,8,Online,0
2,2,0,1,3,"Meal Plan 2",1,"Room_Type 1",28,2018,4,Online,2
1,2,0,1,2,"Meal Plan 2",0,"Room_Type 1",309,2018,5,Online,0
2,2,0,1,3,"Meal Plan 2",1,"Room_Type 1",54,2018,7,Online,0
0,2,0,1,3,"Not Selected",1,"Room_Type 1",49,2018,12,Online,2
2,2,1,0,1,"Meal Plan 1",1,"Room_Type 1",1,2018,6,Online,2
0,2,0,2,1,"Meal Plan 1",0,"Room_Type 1",0,2017,12,Offline,0
1,2,0,2,1,"Meal Plan 2",0,"Room_Type 1",4,2017,8,Offline,0
1,2,0,0,4,"Meal Plan 1",0,"Room_Type 1",60,2017,12,Online,1
0,2,0,0,1,"Meal Plan 1",0,"Room_Type 1",157,2017,8,Online,1
0,2,0,2,3,"Meal Plan 1",0,"Room_Type 1",268,2018,4,Offline,0
1,2,0,1,1,"Not Selected",0,"Room_Type 1",38,2018,9,Online,0
2,2,2,2,1,"Meal Plan 1",0,"Room_Type 7",30,2018,6,Online,0
2,2,0,0,1,"Meal Plan 1",1,"Room_Type 1",2,2018,10,Online,2
0,2,0,3,7,"Not Selected",0,"Room_Type 1",217,2018,12,Online,1
1,2,0,0,3,"Meal Plan 1",0,"Room_Type 1",143,2018,8,Offline,0
1,2,0,0,3,"Not Selected",0,"Room_Type 1",179,2018,10,Online,2
2,1,0,0,2,"Meal Plan 1",0,"Room_Type 1",188,2018,6,Online,0
2,3,0,2,2,"Meal Plan 1",0,"Room_Type 4",94,2018,7,Online,1
0,1,0,0,2,"Meal Plan 1",0,"Room_Type 1",32,2017,11,Offline,0
2,3,0,2,2,"Meal Plan 1",0,"Room_Type 6",2,2018,4,Online,2
1,2,0,0,3,"Meal Plan 1",0,"Room_Type 1",70,2017,10,Online,1
0,2,0,1,0,"Not Selected",0,"Room_Type 1",4,2018,9,Offline,0
2,2,0,2,0,"Meal Plan 1",0,"Room_Type 1",34,2018,2,Complementary,1
0,2,2,0,1,"Meal Plan 1",0,"Room_Type 2",16,2018,3,Online,0
1,2,0,1,3,"Meal Plan 1",0,"Room_Type 1",24,2018,2,Online,0
0,2,0,2,2,"Not Selected",0,"Room_Type 1",78,2018,4,Online,1
1,2,0,1,2,"Meal Plan 1",0,"Room_Type 1",305,2018,11,Online,0
1,2,0,0,3,"Meal Plan 1",0,"Room_Type 1",37,2018,10,Offline,0
1,2,0,2,5,"Meal Plan 1",0,"Room_Type 1",98,2018,4,Online,0
0,2,0,1,3,"Meal Plan 1",0,"Room_Type 4",14,2018,12,Online,0
0,1,0,0,2,"Not Selected",0,"Room_Type 1",44,2018,11,Online,2
0,1,0,2,1,"Meal Plan 1",0,"Room_Type 1",1,2018,2,Online,0
2,2,0,0,3,"Meal Plan 1",0,"Room_Type 1",213,2018,6,Online,0
1,1,0,1,1,"Meal Plan 1",0,"Room_Type 1",5,2018,4,Online,1
1,2,0,0,1,"Meal Plan 2",0,"Room_Type 1",55,2018,4,Offline,0
0,2,0,0,3,"Meal Plan 1",0,"Room_Type 4",139,2018,2,Offline,1
1,2,0,2,1,"Meal Plan 1",0,"Room_Type 2",44,2018,4,Offline,0
2,1,0,2,1,"Meal Plan 2",0,"Room_Type 4",18,2018,2,Online,1
1,1,0,1,0,"Meal Plan 1",0,"Room_Type 1",0,2018,10,Corporate,0
1,1,0,0,2,"Meal Plan 1",0,"Room_Type 1",192,2018,6,Offline,0
0,2,0,2,4,"Meal Plan 1",0,"Room_Type 1",152,2018,6,Offline,0
2,3,0,0,4,"Meal Plan 1",0,"Room_Type 4",42,2018,8,Online,2
2,3,0,2,3,"Meal Plan 1",0,"Room_Type 4",209,2018,10,Online,1
1,2,0,2,3,"Meal Plan 1",0,"Room_Type 1",69,2018,3,Online,1
1,2,0,1,2,"Meal Plan 1",0,"Room_Type 1",80,2018,11,Online,2
0,2,0,1,2,"Meal Plan 1",0,"Room_Type 4",49,2017,11,Offline,0
1,1,0,0,3,"Meal Plan 1",0,"Room_Type 1",143,2018,8,Offline,0
1,2,0,2,1,"Not Selected",0,"Room_Type 1",67,2017,12,Online,2
2,2,0,0,2,"Meal Plan 1",0,"Room_Type 1",41,2018,10,Online,1
1,2,0,2,1,"Meal Plan 1",0,"Room_Type 4",154,2018,10,Online,2
1,2,0,0,1,"Meal Plan 2",0,"Room_Type 1",55,2018,4,Offline,0
1,2,0,0,4,"Meal Plan 1",0,"Room_Type 1",2,2018,8,Offline,0
1,2,0,2,4,"Meal Plan 1",0,"Room_Type 4",99,2018,4,Online,1
1,1,0,0,2,"Meal Plan 1",0,"Room_Type 1",14,2017,10,Corporate,0
2,1,0,0,1,"Not Selected",0,"Room_Type 1",0,2018,10,Online,0
1,2,0,1,3,"Meal Plan 1",0,"Room_Type 1",22,2017,12,Online,1
1,1,0,2,1,"Meal Plan 1",0,"Room_Type 4",7,2018,3,Online,1
1,2,0,1,3,"Meal Plan 1",0,"Room_Type 4",84,2018,3,Online,0
2,2,0,0,4,"Meal Plan 1",0,"Room_Type 4",109,2018,5,Online,1
2,1,0,0,3,"Meal Plan 1",0,"Room_Type 1",71,2018,6,Offline,0
0,2,0,2,0,"Meal Plan 1",0,"Room_Type 1",4,2018,4,Online,1
2,1,0,0,3,"Meal Plan 1",0,"Room_Type 1",71,2018,6,Offline,0
2,2,0,0,1,"Not Selected",0,"Room_Type 1",58,2018,6,Online,1
2,3,0,0,1,"Meal Plan 2",0,"Room_Type 4",133,2018,7,Online,0
2,2,0,2,1,"Meal Plan 1",0,"Room_Type 4",27,2018,6,Online,0
0,2,0,2,3,"Meal Plan 1",0,"Room_Type 1",27,2018,2,Online,1
1,1,0,0,1,"Meal Plan 1",0,"Room_Type 1",9,2017,9,Online,2
2,2,1,0,3,"Meal Plan 1",0,"Room_Type 1",86,2018,12,Online,0
0,2,0,0,3,"Meal Plan 1",0,"Room_Type 1",13,2017,12,Offline,0
1,2,0,1,3,"Meal Plan 1",0,"Room_Type 1",0,2018,12,Online,1
2,2,0,0,2,"Meal Plan 1",0,"Room_Type 4",5,2018,6,Online,1
1,2,0,1,3,"Meal Plan 1",0,"Room_Type 4",82,2018,3,Online,0
2,2,1,0,2,"Meal Plan 1",0,"Room_Type 6",330,2018,8,Online,0
1,2,0,1,3,"Not Selected",0,"Room_Type 1",3,2018,8,Online,1
0,1,0,0,1,"Meal Plan 1",0,"Room_Type 1",35,2018,3,Online,0
2,1,0,6,15,"Meal Plan 1",0,"Room_Type 4",12,2018,3,Online,0
0,1,0,0,1,"Meal Plan 1",0,"Room_Type 1",0,2018,11,Complementary,0
1,2,1,0,1,"Meal Plan 1",0,"Room_Type 1",7,2018,4,Online,1
2,2,0,0,4,"Meal Plan 1",0,"Room_Type 4",47,2018,9,Online,1
1,2,0,2,3,"Not Selected",0,"Room_Type 1",117,2018,6,Online,1
2,2,0,0,2,"Meal Plan 1",0,"Room_Type 4",2,2018,6,Online,1
2,2,0,0,1,"Meal Plan 1",0,"Room_Type 1",26,2018,6,Offline,0
0,2,0,2,2,"Not Selected",0,"Room_Type 1",75,2018,12,Online,1
1,2,0,0,2,"Meal Plan 2",0,"Room_Type 1",256,2018,6,Online,1
2,2,1,1,0,"Meal Plan 1",0,"Room_Type 1",137,2018,8,Online,2
0,2,0,0,4,"Meal Plan 1",0,"Room_Type 1",92,2017,10,Offline,0
0,1,0,0,1,"Meal Plan 1",0,"Room_Type 1",1,2018,11,Offline,0
0,2,0,0,1,"Meal Plan 1",0,"Room_Type 1",18,2018,1,Offline,0
1,2,0,1,2,"Meal Plan 1",0,"Room_Type 1",78,2018,3,Online,0
0,1,0,0,1,"Meal Plan 1",0,"Room_Type 4",8,2018,4,Complementary,2
2,1,2,4,9,"Meal Plan 1",0,"Room_Type 6",30,2018,11,Online,0
0,2,0,2,0,"Not Selected",0,"Room_Type 1",117,2018,11,Online,0
1,2,0,1,1,"Meal Plan 1",0,"Room_Type 1",10,2018,3,Online,0
2,2,0,2,2,"Meal Plan 1",0,"Room_Type 1",56,2017,9,Offline,0
2,2,0,0,2,"Meal Plan 1",0,"Room_Type 1",8,2017,10,Online,1
2,2,0,2,0,"Meal Plan 2",0,"Room_Type 1",386,2018,10,Online,1
1,2,0,0,2,"Meal Plan 2",0,"Room_Type 1",273,2017,7,Online,0
1,2,0,0,1,"Meal Plan 1",0,"Room_Type 1",33,2018,11,Online,1
2,3,0,2,5,"Meal Plan 1",0,"Room_Type 4",184,2018,8,Online,3
1,2,0,1,3,"Meal Plan 1",0,"Room_Type 1",232,2018,9,Online,0
2,1,0,0,2,"Meal Plan 1",0,"Room_Type 1",188,2018,6,Online,0
1,2,0,0,2,"Meal Plan 2",0,"Room_Type 1",102,2017,10,Offline,0
2,2,0,2,2,"Meal Plan 1",0,"Room_Type 4",45,2018,10,Online,1
0,1,0,0,1,"Meal Plan 1",0,"Room_Type 1",1,2018,2,Corporate,1
1,2,0,2,2,"Meal Plan 1",0,"Room_Type 1",63,2018,9,Online,2
2,2,0,2,2,"Meal Plan 1",0,"Room_Type 4",89,2018,9,Online,1
1,1,0,0,2,"Meal Plan 1",0,"Room_Type 1",63,2018,4,Online,2
1,2,0,0,3,"Meal Plan 1",0,"Room_Type 1",304,2018,11,Online,0
2,1,0,2,1,"Meal Plan 1",0,"Room_Type 1",1,2018,4,Online,1
1,1,0,0,1,"Meal Plan 1",0,"Room_Type 1",51,2018,3,Corporate,0
1,2,0,0,2,"Meal Plan 1",0,"Room_Type 4",110,2018,4,Online,0
2,2,0,2,1,"Meal Plan 1",0,"Room_Type 4",20,2018,7,Online,1
1,2,0,0,1,"Not Selected",0,"Room_Type 1",50,2018,10,Online,1
2,2,0,0,3,"Meal Plan 1",0,"Room_Type 4",48,2018,10,Online,1
2,2,0,0,3,"Meal Plan 1",0,"Room_Type 5",96,2018,9,Online,0
0,2,0,1,4,"Meal Plan 1",0,"Room_Type 1",148,2017,12,Offline,0
2,2,0,1,1,"Not Selected",0,"Room_Type 1",25,2018,10,Online,1
0,2,0,2,5,"Meal Plan 1",0,"Room_Type 1",148,2018,6,Online,0
0,2,0,1,3,"Meal Plan 1",0,"Room_Type 1",114,2018,8,Offline,0
0,1,0,0,2,"Meal Plan 2",0,"Room_Type 1",257,2017,7,Offline,0
2,2,0,2,5,"Meal Plan 1",0,"Room_Type 1",105,2018,6,Online,2
2,1,0,1,2,"Meal Plan 1",0,"Room_Type 1",4,2017,11,Online,0
0,2,0,2,2,"Meal Plan 2",0,"Room_Type 4",67,2017,9,Complementary,1
2,2,0,2,2,"Meal Plan 1",1,"Room_Type 1",61,2018,9,Online,1
2,2,0,0,2,"Meal Plan 1",0,"Room_Type 1",79,2018,12,Offline,1
2,3,0,0,1,"Meal Plan 1",0,"Room_Type 1",74,2018,5,Online,2
0,2,0,0,1,"Not Selected",0,"Room_Type 1",120,2018,5,Online,0
0,2,0,0,3,"Meal Plan 1",0,"Room_Type 1",157,2018,12,Offline,0
1,2,0,0,4,"Meal Plan 1",0,"Room_Type 1",4,2018,1,Online,0
2,2,0,2,5,"Meal Plan 1",0,"Room_Type 4",46,2018,8,Online,0
0,1,0,2,1,"Meal Plan 1",0,"Room_Type 1",41,2018,3,Corporate,0
2,3,0,1,4,"Meal Plan 1",0,"Room_Type 4",84,2018,6,Online,2
0,2,0,0,2,"Meal Plan 1",0,"Room_Type 1",245,2018,6,Online,0
2,2,0,0,3,"Meal Plan 1",0,"Room_Type 4",27,2018,6,Online,1
0,2,0,3,7,"Meal Plan 1",0,"Room_Type 1",74,2017,7,Online,0
2,2,0,1,2,"Meal Plan 1",0,"Room_Type 1",85,2018,6,Online,0
0,2,0,0,2,"Not Selected",0,"Room_Type 1",6,2018,2,Online,0
1,2,0,2,3,"Meal Plan 1",0,"Room_Type 1",256,2018,10,Online,2
1,2,0,0,2,"Meal Plan 2",0,"Room_Type 1",265,2018,6,Online,0
1,2,0,2,3,"Meal Plan 1",0,"Room_Type 4",64,2018,4,Online,0
1,1,0,0,1,"Meal Plan 1",0,"Room_Type 1",0,2017,10,Corporate,1
0,1,0,0,2,"Meal Plan 1",0,"Room_Type 1",91,2018,9,Corporate,0
1,2,0,1,3,"Meal Plan 1",0,"Room_Type 1",127,2018,4,Offline,0
0,2,0,0,3,"Meal Plan 1",0,"Room_Type 1",73,2018,7,Offline,0
2,2,0,0,4,"Meal Plan 1",0,"Room_Type 1",36,2018,12,Online,0
1,2,0,1,3,"Meal Plan 1",0,"Room_Type 1",17,2018,12,Online,0
1,2,0,2,5,"Meal Plan 1",0,"Room_Type 1",164,2018,7,Online,0
2,2,0,0,1,"Meal Plan 1",0,"Room_Type 1",0,2018,9,Corporate,0
2,2,0,2,1,"Meal Plan 1",0,"Room_Type 1",37,2018,10,Online,1
1,3,0,1,2,"Meal Plan 1",0,"Room_Type 1",191,2018,8,Offline,0
1,2,2,2,4,"Meal Plan 1",0,"Room_Type 2",33,2017,10,Online,2
1,2,0,2,1,"Meal Plan 1",0,"Room_Type 1",32,2017,9,Online,3
1,1,0,1,1,"Meal Plan 1",0,"Room_Type 1",3,2017,9,Offline,0
1,2,0,2,1,"Not Selected",0,"Room_Type 1",53,2018,7,Online,1
0,2,0,1,0,"Meal Plan 2",0,"Room_Type 7",8,2018,6,Complementary,1
0,2,0,2,1,"Meal Plan 1",0,"Room_Type 1",107,2018,5,Online,1
1,2,0,0,1,"Meal Plan 2",0,"Room_Type 1",55,2018,4,Offline,0
1,2,0,1,2,"Meal Plan 1",0,"Room_Type 1",84,2018,4,Offline,0
2,2,2,0,2,"Meal Plan 1",0,"Room_Type 6",0,2017,8,Online,1
2,2,0,1,1,"Meal Plan 1",0,"Room_Type 4",1,2018,6,Online,2
0,2,0,0,2,"Meal Plan 1",0,"Room_Type 1",29,2018,12,Corporate,1
1,2,0,0,4,"Meal Plan 1",0,"Room_Type 4",41,2017,10,Online,1
1,2,0,0,2,"Meal Plan 1",0,"Room_Type 1",86,2017,9,Corporate,0
1,2,0,2,2,"Meal Plan 1",0,"Room_Type 1",167,2018,10,Online,1
1,2,0,0,3,"Not Selected",0,"Room_Type 1",34,2018,6,Online,1
0,2,0,1,2,"Meal Plan 1",0,"Room_Type 1",101,2018,4,Online,0
1,2,0,0,3,"Meal Plan 1",0,"Room_Type 1",259,2018,5,Online,0
1,2,0,0,2,"Meal Plan 1",0,"Room_Type 1",122,2018,5,Online,1
0,2,0,0,1,"Not Selected",0,"Room_Type 1",1,2018,2,Online,2
2,2,0,0,2,"Meal Plan 1",1,"Room_Type 4",107,2018,8,Online,0
2,2,0,0,3,"Meal Plan 1",0,"Room_Type 4",35,2018,4,Online,1
1,1,0,0,2,"Meal Plan 1",0,"Room_Type 1",192,2018,6,Offline,0
1,2,0,0,2,"Meal Plan 1",0,"Room_Type 1",4,2018,4,Online,0
0,2,0,1,3,"Meal Plan 1",0,"Room_Type 1",85,2018,10,Offline,1
2,3,0,0,4,"Meal Plan 1",0,"Room_Type 4",137,2018,8,Online,0
1,2,0,0,2,"Meal Plan 2",0,"Room_Type 1",74,2017,9,Offline,0
0,1,0,2,1,"Meal Plan 1",0,"Room_Type 1",116,2018,2,Offline,0
1,2,0,2,2,"Meal Plan 1",1,"Room_Type 1",34,2017,9,Online,2
1,2,0,2,1,"Meal Plan 1",0,"Room_Type 1",56,2018,8,Online,0
0,2,0,2,4,"Meal Plan 1",0,"Room_Type 1",149,2018,7,Online,0
